query6: Se desea un listado de todas las parejas de productos que aparezcan en más de un carro de la compra
  code_1   |  code_2   | numcarros 
 S18_1129  | S12_1099  |         8
 S24_2011  | S12_1108  |         8
 S18_1984  | S12_3990  |         8
 S24_1628  | S18_3232  |         8
 S700_2610 | S24_3420  |         8
 S700_3167 | S18_3029  |         8
 S32_3522  | S18_3136  |         8
 S24_2887  | S24_2022  |         8
 S700_1138 | S18_3856  |         8
 S700_3962 | S50_1514  |         8
 S700_1691 | S10_2016  |         8
 S72_3212  | S18_3856  |         8
 S24_2972  | S24_1628  |         8
 S18_4933  | S18_2795  |         8
 S24_2300  | S12_1666  |         8
 S24_3969  | S18_3320  |         8
 S32_1268  | S24_1444  |         8
 S50_4713  | S12_1099  |         8
 S18_4409  | S18_1367  |         8
 S18_4522  | S12_1108  |         8
 S50_1341  | S24_2841  |         8
 S32_2206  | S24_1578  |         8
 S24_1444  | S12_3891  |         8
 S18_4668  | S18_3320  |         8
 S700_1691 | S24_2841  |         8
 S24_4620  | S18_1889  |         8
 S700_2824 | S18_2319  |         8
 S24_4258  | S24_2022  |         8
 S12_4473  | S12_3148  |         9
 S18_4522  | S10_4757  |         9
 S32_3207  | S18_3232  |         9
 S24_2360  | S24_1578  |         9
 S24_3856  | S18_3782  |         9
 S700_3167 | S18_3856  |         9
 S50_1392  | S12_3891  |         9
 S32_2509  | S10_4962  |         9
 S18_4027  | S18_2319  |         9
 S32_3522  | S18_2949  |         9
 S18_2949  | S18_2795  |         9
 S18_1129  | S12_3990  |         9
 S18_3685  | S18_1889  |         9
 S32_3207  | S18_3259  |         9
 S32_2509  | S18_4600  |         9
 S18_1129  | S12_3380  |         9
 S24_2022  | S18_2957  |         9
 S18_4933  | S18_1589  |         9
 S18_3320  | S18_2325  |         9
 S18_4600  | S12_4473  |         9
 S18_1749  | S18_1342  |         9
 S18_3232  | S12_1099  |         9
 S50_4713  | S18_3482  |         9
 S24_4278  | S10_2016  |         9
 S700_1691 | S24_3420  |         9
 S32_4485  | S24_1578  |         9
 S24_1785  | S10_4698  |         9
 S18_2581  | S18_1662  |         9
 S18_1749  | S18_1367  |         9
 S24_1785  | S18_2625  |         9
 S24_1785  | S10_2016  |         9
 S700_3167 | S24_2000  |         9
 S24_3371  | S24_2360  |         9
 S18_4668  | S18_2957  |         9
 S24_1578  | S18_2581  |         9
 S18_1367  | S18_1097  |         9
 S24_1628  | S18_1749  |         9
 S50_4713  | S24_1578  |         9
 S700_2610 | S18_1662  |         9
 S700_2834 | S24_1578  |         9
 S18_2957  | S10_4962  |         9
 S24_1937  | S18_3320  |         9
 S50_1514  | S24_2011  |         9
 S72_1253  | S700_3167 |         9
 S24_2887  | S18_1589  |         9
 S18_4027  | S12_4473  |         9
 S18_2870  | S18_1889  |         9
 S18_4409  | S18_1342  |         9
 S24_2841  | S24_1785  |         9
 S50_1392  | S12_3148  |         9
 S700_2824 | S12_4473  |         9
 S32_3207  | S18_3140  |         9
 S24_4258  | S18_2795  |         9
 S24_1444  | S18_2432  |         9
 S50_1341  | S24_3420  |         9
 S700_2466 | S24_2000  |         9
 S24_2022  | S18_3136  |         9
 S24_3432  | S24_1937  |         9
 S700_2610 | S24_2841  |         9
 S32_4485  | S24_3371  |         9
 S32_1268  | S18_1097  |         9
 S24_2972  | S18_4721  |         9
 S24_2360  | S12_1099  |         9
 S18_4522  | S12_3891  |        10
 S32_3207  | S12_4473  |        10
 S18_4027  | S18_3140  |        10
 S700_2466 | S18_3029  |        10
 S24_4258  | S18_1097  |        10
 S24_1628  | S18_2248  |        10
 S700_1938 | S18_4027  |        10
 S32_4485  | S18_3482  |        10
 S24_4048  | S12_3148  |        10
 S24_3191  | S24_1937  |        10
 S24_3816  | S18_4522  |        10
 S18_2432  | S18_2238  |        10
 S700_2610 | S700_2047 |        10
 S700_2610 | S18_3259  |        10
 S24_3432  | S18_3685  |        10
 S700_2824 | S24_4258  |        10
 S18_3136  | S10_4962  |        10
 S18_3782  | S12_1099  |        10
 S24_3371  | S18_1984  |        10
 S18_3232  | S12_3990  |        10
 S24_2011  | S12_3891  |        10
 S50_1514  | S24_1444  |        10
 S50_1341  | S18_1662  |        10
 S24_1628  | S18_1129  |        10
 S18_2248  | S18_1367  |        10
 S18_2432  | S10_1949  |        10
 S24_2022  | S18_4933  |        10
 S18_1367  | S10_1949  |        10
 S50_1514  | S18_4522  |        10
 S24_2000  | S24_1785  |        10
 S700_3167 | S24_2841  |        10
 S50_4713  | S18_3278  |        10
 S18_3320  | S18_1097  |        10
 S32_4485  | S18_3278  |        10
 S700_4002 | S24_3816  |        10
 S24_3969  | S24_1046  |        10
 S18_2248  | S18_1342  |        10
 S24_3432  | S18_2325  |        10
 S700_2610 | S18_3140  |        10
 S18_4668  | S18_3136  |        10
 S24_2766  | S24_1937  |        10
 S24_3191  | S18_2870  |        10
 S50_1341  | S24_2000  |        10
 S700_3167 | S700_2047 |        10
 S72_1253  | S700_2610 |        10
 S24_4620  | S24_2972  |        10
 S700_1691 | S24_2000  |        10
 S18_3782  | S12_3990  |        10
 S700_1691 | S18_1662  |        10
 S50_1392  | S18_2432  |        10
 S24_2766  | S18_2870  |        10
 S18_3782  | S12_2823  |        10
 S18_4027  | S18_3232  |        10
 S24_3949  | S24_3816  |        10
 S24_3969  | S18_1367  |        10
 S24_1785  | S18_1662  |        10
 S24_3432  | S18_1749  |        10
 S18_3232  | S12_3380  |        11
 S24_3191  | S18_2325  |        11
 S24_3371  | S18_1129  |        11
 S18_2625  | S18_2581  |        11
 S24_3151  | S18_3029  |        11
 S24_2972  | S12_1099  |        11
 S24_1628  | S18_4409  |        11
 S24_1628  | S18_1984  |        11
 S24_3856  | S18_2870  |        11
 S18_3232  | S18_1589  |        11
 S700_2834 | S18_2625  |        11
 S32_3207  | S24_2840  |        11
 S24_2840  | S18_4027  |        11
 S18_2319  | S10_4962  |        11
 S18_3136  | S18_2795  |        11
 S32_4289  | S24_2000  |        11
 S700_2610 | S18_3856  |        11
 S700_2824 | S18_2432  |        11
 S18_2432  | S18_1097  |        11
 S18_4027  | S18_3259  |        11
 S24_2887  | S24_1937  |        11
 S24_2766  | S18_2325  |        11
 S18_2581  | S10_2016  |        11
 S18_2949  | S18_1342  |        11
 S18_1984  | S12_4675  |        11
 S700_2466 | S18_3856  |        11
 S24_2360  | S18_3278  |        11
 S18_4409  | S18_2795  |        11
 S24_1444  | S12_3148  |        11
 S32_1268  | S18_2238  |        11
 S24_3856  | S18_1589  |        11
 S24_3856  | S18_4721  |        11
 S24_3856  | S18_3685  |        11
 S18_2581  | S10_4698  |        11
 S24_4048  | S12_3891  |        11
 S24_1937  | S24_1046  |        11
 S24_3371  | S18_3232  |        11
 S50_1392  | S12_1108  |        11
 S18_3482  | S12_4675  |        11
 S24_2022  | S18_3320  |        11
 S50_1392  | S24_2300  |        11
 S700_2466 | S32_1374  |        11
 S700_2834 | S10_1678  |        11
 S700_1138 | S18_3029  |        11
 S50_1392  | S18_4027  |        11
 S18_4600  | S18_3232  |        11
 S24_1046  | S18_3685  |        11
 S18_3232  | S10_4962  |        11
 S32_3522  | S18_2432  |        11
 S700_3167 | S24_3420  |        11
 S24_3432  | S18_2248  |        11
 S24_2972  | S12_3990  |        11
 S18_2957  | S18_2795  |        11
 S18_2949  | S10_4962  |        11
 S32_3522  | S24_4258  |        11
 S24_2000  | S12_2823  |        11
 S18_2957  | S12_1666  |        11
 S24_4048  | S12_1108  |        11
 S18_4721  | S12_3380  |        11
 S24_2972  | S18_3278  |        11
 S18_3136  | S12_1666  |        12
 S32_1268  | S12_1666  |        12
 S24_1628  | S18_4933  |        12
 S24_3949  | S18_3029  |        12
 S700_3962 | S24_3816  |        12
 S32_2206  | S12_2823  |        12
 S24_2766  | S18_2248  |        12
 S700_1938 | S700_1138 |        12
 S24_2000  | S18_2581  |        12
 S32_2206  | S24_3371  |        12
 S24_3191  | S18_2248  |        12
 S24_2300  | S18_4668  |        12
 S24_2887  | S18_2325  |        12
 S18_4668  | S18_2949  |        12
 S32_1374  | S24_1578  |        12
 S24_2887  | S24_1628  |        12
 S72_3212  | S24_3816  |        12
 S18_2795  | S18_1749  |        12
 S24_1046  | S18_1749  |        12
 S24_4620  | S12_3380  |        12
 S24_2766  | S18_1749  |        12
 S32_3207  | S32_2509  |        12
 S24_3816  | S24_2011  |        12
 S18_2238  | S12_3148  |        12
 S24_4258  | S10_1949  |        12
 S18_3320  | S10_1949  |        12
 S700_2834 | S10_4698  |        12
 S24_1046  | S18_2325  |        12
 S700_2834 | S24_3949  |        12
 S24_4258  | S18_1342  |        12
 S24_2011  | S10_4757  |        12
 S24_2766  | S18_1589  |        12
 S24_3191  | S18_1589  |        12
 S18_4027  | S18_2238  |        12
 S24_3432  | S18_2870  |        12
 S24_4620  | S24_3856  |        12
 S24_2360  | S10_1678  |        12
 S18_3482  | S18_1889  |        12
 S18_1129  | S12_4675  |        12
 S700_1938 | S24_3151  |        12
 S24_2972  | S18_2870  |        12
 S700_4002 | S18_3029  |        12
 S700_1938 | S12_3148  |        12
 S18_4600  | S18_2319  |        12
 S700_3505 | S18_3029  |        12
 S32_4485  | S10_1678  |        12
 S700_3962 | S18_3029  |        12
 S24_2972  | S18_1589  |        12
 S24_3191  | S18_1749  |        12
 S24_2300  | S24_1444  |        12
 S24_3151  | S18_3140  |        12
 S24_2360  | S18_3482  |        12
 S700_4002 | S700_2834 |        12
 S50_4713  | S10_1678  |        12
 S700_2610 | S700_1938 |        12
 S24_2972  | S18_3482  |        12
 S72_3212  | S18_3029  |        12
 S24_1046  | S18_2870  |        12
 S18_4600  | S10_1949  |        12
 S700_3505 | S24_3816  |        12
 S24_3969  | S18_1342  |        12
 S18_1662  | S10_4757  |        12
 S700_3167 | S18_1662  |        12
 S700_1938 | S12_1108  |        12
 S32_1374  | S10_1678  |        12
 S24_3969  | S24_3432  |        12
 S700_2610 | S18_4522  |        13
 S24_3856  | S12_3990  |        13
 S32_3207  | S18_2238  |        13
 S700_3505 | S18_3140  |        13
 S18_2957  | S18_1342  |        13
 S700_3167 | S32_1374  |        13
 S72_3212  | S10_4757  |        13
 S700_1138 | S18_3140  |        13
 S32_2206  | S18_3278  |        13
 S24_2972  | S18_3685  |        13
 S32_2509  | S32_1268  |        13
 S18_3278  | S12_4675  |        13
 S24_2887  | S18_1749  |        13
 S700_1938 | S50_1514  |        13
 S700_3505 | S18_3259  |        13
 S24_3151  | S18_3259  |        13
 S18_3320  | S18_2795  |        13
 S700_2834 | S10_2016  |        13
 S700_1938 | S12_3891  |        13
 S50_1514  | S24_4048  |        13
 S700_3962 | S10_4757  |        13
 S18_3140  | S12_3148  |        13
 S18_2795  | S18_2248  |        13
 S24_4258  | S18_4668  |        13
 S24_2972  | S12_3380  |        13
 S24_1046  | S18_2248  |        13
 S24_2022  | S18_4409  |        13
 S24_3856  | S18_3278  |        13
 S32_1268  | S18_3232  |        13
 S18_2432  | S12_4473  |        13
 S24_4258  | S18_1367  |        13
 S18_1984  | S18_1889  |        13
 S24_2887  | S18_2248  |        13
 S18_2325  | S18_1367  |        13
 S24_3969  | S18_4933  |        13
 S18_3136  | S18_1342  |        13
 S24_3969  | S24_3191  |        13
 S24_2841  | S10_4757  |        13
 S24_3856  | S12_1099  |        13
 S32_2206  | S18_3482  |        13
 S18_3685  | S18_3232  |        13
 S700_4002 | S18_3856  |        13
 S24_3969  | S18_2795  |        13
 S24_3969  | S24_2766  |        13
 S72_1253  | S700_2466 |        13
 S24_3420  | S10_4757  |        13
 S18_1589  | S18_1129  |        13
 S24_4278  | S24_2000  |        13
 S32_1268  | S24_2840  |        14
 S700_3962 | S18_3259  |        14
 S18_2949  | S18_1367  |        14
 S18_2325  | S18_1342  |        14
 S18_3140  | S12_1108  |        14
 S18_3278  | S18_1889  |        14
 S24_3856  | S18_3482  |        14
 S700_2466 | S24_2841  |        14
 S24_2022  | S18_1749  |        14
 S24_3949  | S18_3856  |        14
 S24_3432  | S18_4409  |        14
 S18_2625  | S12_2823  |        14
 S18_3259  | S12_3148  |        14
 S700_4002 | S18_2581  |        14
 S700_3505 | S10_4757  |        14
 S700_2466 | S18_2581  |        14
 S24_3371  | S18_3782  |        14
 S24_1937  | S18_4933  |        14
 S18_4721  | S12_1099  |        14
 S700_1138 | S18_3259  |        14
 S50_4713  | S18_4721  |        14
 S24_4048  | S18_2319  |        14
 S18_1889  | S18_1129  |        14
 S24_3432  | S18_1589  |        14
 S700_2824 | S10_1949  |        14
 S18_1984  | S18_1589  |        14
 S32_1374  | S18_2625  |        14
 S12_2823  | S10_2016  |        14
 S700_1138 | S10_4757  |        14
 S50_1514  | S50_1392  |        14
 S18_3232  | S18_2870  |        14
 S18_4600  | S18_1097  |        14
 S18_4668  | S10_4962  |        14
 S24_3969  | S24_2887  |        14
 S18_3259  | S12_1108  |        14
 S700_3962 | S18_3140  |        14
 S32_1268  | S18_2319  |        14
 S700_2466 | S700_2047 |        14
 S24_2840  | S18_2432  |        14
 S18_2432  | S12_1666  |        14
 S50_1514  | S18_3259  |        14
 S18_4721  | S12_3990  |        14
 S50_1514  | S18_3140  |        14
 S32_1374  | S10_2016  |        14
 S32_1374  | S10_4698  |        14
 S24_3949  | S18_2581  |        14
 S24_3371  | S12_4675  |        14
 S32_1268  | S12_4473  |        14
 S700_1691 | S32_1374  |        15
 S24_4278  | S24_3949  |        15
 S700_2610 | S18_3029  |        15
 S24_4620  | S12_1099  |        15
 S24_3856  | S18_1984  |        15
 S32_2509  | S18_2432  |        15
 S72_3212  | S18_3140  |        15
 S700_2466 | S24_3420  |        15
 S24_4048  | S18_3232  |        15
 S18_2949  | S12_1666  |        15
 S10_4962  | S10_1949  |        15
 S18_4027  | S12_1108  |        15
 S24_1046  | S18_1589  |        15
 S32_3207  | S12_3891  |        15
 S18_3320  | S18_1342  |        15
 S50_4713  | S24_4620  |        15
 S700_2824 | S18_1097  |        15
 S24_3969  | S24_2022  |        15
 S24_3191  | S24_1628  |        15
 S700_2610 | S24_2011  |        15
 S32_3207  | S12_3148  |        15
 S24_3151  | S10_4757  |        15
 S18_4933  | S18_2325  |        15
 S24_4620  | S12_3990  |        15
 S32_4485  | S18_4721  |        15
 S24_3816  | S18_1662  |        15
 S50_1341  | S32_1374  |        15
 S24_2022  | S18_2248  |        15
 S72_1253  | S24_3949  |        15
 S24_2300  | S18_2238  |        15
 S72_1253  | S10_4757  |        15
 S18_2870  | S18_1129  |        15
 S72_3212  | S18_3259  |        15
 S24_4048  | S18_4027  |        15
 S700_4002 | S24_4278  |        15
 S32_3522  | S24_2300  |        15
 S24_3371  | S18_1889  |        15
 S700_2834 | S700_2466 |        15
 S18_2957  | S18_1097  |        15
 S24_2766  | S24_1628  |        15
 S24_1937  | S18_1367  |        15
 S700_2047 | S10_4757  |        15
 S32_3522  | S10_1949  |        15
 S700_2466 | S18_1662  |        16
 S18_3136  | S18_1367  |        16
 S18_4933  | S18_1749  |        16
 S50_1392  | S18_2319  |        16
 S24_3816  | S24_3151  |        16
 S32_4289  | S24_3949  |        16
 S32_2509  | S24_2300  |        16
 S24_2360  | S12_2823  |        16
 S700_2834 | S24_2000  |        16
 S24_1937  | S18_1342  |        16
 S18_3482  | S12_3380  |        16
 S700_2610 | S10_4757  |        16
 S50_1392  | S18_3232  |        16
 S18_3140  | S12_3891  |        16
 S18_4933  | S18_2248  |        16
 S24_4620  | S24_2360  |        16
 S24_1444  | S18_4027  |        16
 S18_3259  | S12_3891  |        16
 S24_3191  | S18_4409  |        16
 S32_4485  | S24_4620  |        16
 S72_1253  | S700_4002 |        16
 S24_1046  | S18_4409  |        16
 S24_2000  | S10_1678  |        16
 S24_3371  | S24_2972  |        16
 S18_3136  | S18_1097  |        16
 S18_3782  | S18_3278  |        16
 S24_3856  | S12_3380  |        16
 S700_2610 | S24_3816  |        16
 S24_2766  | S18_4409  |        16
 S32_4485  | S12_2823  |        16
 S32_3207  | S12_1108  |        16
 S24_2300  | S10_4962  |        16
 S18_2957  | S18_1367  |        16
 S32_1268  | S18_4668  |        16
 S18_3856  | S10_4757  |        16
 S700_4002 | S32_4289  |        16
 S18_4668  | S18_4600  |        16
 S24_3856  | S18_1129  |        16
 S50_4713  | S12_2823  |        16
 S24_3816  | S24_3420  |        16
 S18_3232  | S12_4675  |        16
 S700_2047 | S24_3949  |        16
 S700_3505 | S700_1938 |        16
 S18_3782  | S18_3482  |        17
 S24_2840  | S24_2300  |        17
 S700_2824 | S24_2300  |        17
 S18_3232  | S18_2432  |        17
 S700_2824 | S10_4962  |        17
 S18_3278  | S12_3380  |        17
 S18_2957  | S10_1949  |        17
 S24_3432  | S18_4933  |        17
 S700_1691 | S18_2581  |        17
 S18_2870  | S18_1984  |        17
 S50_4713  | S18_3782  |        17
 S18_1889  | S12_1099  |        17
 S18_4600  | S12_1666  |        17
 S24_2000  | S24_1578  |        17
 S700_3167 | S18_2581  |        17
 S24_4048  | S24_2840  |        17
 S700_3167 | S700_2834 |        17
 S24_2972  | S12_4675  |        17
 S50_1341  | S18_2581  |        17
 S32_1374  | S24_1785  |        17
 S700_4002 | S24_2841  |        17
 S32_3207  | S24_1444  |        17
 S24_4048  | S12_4473  |        17
 S24_3151  | S18_4522  |        17
 S700_4002 | S24_1785  |        17
 S18_1097  | S10_4962  |        17
 S18_2432  | S18_2319  |        17
 S24_2360  | S18_4721  |        17
 S24_1937  | S18_4409  |        17
 S24_3969  | S18_4409  |        17
 S700_1138 | S24_3816  |        17
 S18_4027  | S12_3891  |        17
 S18_3320  | S18_1367  |        17
 S700_3962 | S700_1938 |        17
 S24_3949  | S24_1785  |        17
 S18_3685  | S18_1129  |        17
 S32_3522  | S10_4962  |        17
 S24_2972  | S18_1984  |        17
 S32_1268  | S18_2432  |        17
 S24_3816  | S24_2841  |        17
 S700_4002 | S700_2047 |        17
 S24_3432  | S24_1628  |        17
 S700_2466 | S24_1785  |        17
 S700_4002 | S700_1691 |        18
 S32_2509  | S24_1444  |        18
 S24_1628  | S24_1046  |        18
 S24_3949  | S24_2841  |        18
 S24_3856  | S24_3371  |        18
 S24_2887  | S18_4409  |        18
 S700_2824 | S12_1666  |        18
 S32_4485  | S18_3782  |        18
 S24_2000  | S10_4698  |        18
 S18_3685  | S18_1984  |        18
 S700_1138 | S18_4522  |        18
 S24_2022  | S18_1367  |        18
 S18_2625  | S10_1678  |        18
 S18_3320  | S18_2949  |        18
 S24_4258  | S18_2949  |        18
 S24_2011  | S18_3140  |        18
 S32_4289  | S32_1374  |        18
 S700_4002 | S24_3420  |        18
 S24_1444  | S18_2319  |        18
 S18_3136  | S10_1949  |        18
 S32_3522  | S18_1097  |        18
 S700_2047 | S24_3816  |        18
 S700_2466 | S24_4278  |        18
 S18_4409  | S18_2325  |        18
 S50_1341  | S24_3949  |        18
 S12_4675  | S12_1099  |        18
 S24_3969  | S24_1937  |        18
 S50_1392  | S32_3207  |        18
 S12_2823  | S10_4698  |        18
 S18_4668  | S10_1949  |        18
 S50_1392  | S24_2840  |        18
 S24_2300  | S18_3232  |        18
 S72_3212  | S700_1938 |        18
 S700_4002 | S50_1341  |        18
 S18_1889  | S12_3990  |        18
 S24_3371  | S18_4721  |        18
 S700_4002 | S18_1662  |        18
 S72_1253  | S24_3816  |        18
 S32_2509  | S24_4048  |        18
 S32_2206  | S18_4721  |        18
 S24_1937  | S18_1749  |        18
 S24_2972  | S18_1129  |        18
 S18_3232  | S18_1889  |        18
 S24_2300  | S18_4600  |        18
 S24_2300  | S12_4473  |        18
 S24_3420  | S18_3029  |        18
 S32_2509  | S18_2238  |        18
 S24_2887  | S24_1046  |        18
 S24_3969  | S18_1749  |        18
 S24_1628  | S18_3685  |        18
 S18_3232  | S18_2238  |        18
 S700_3505 | S18_4522  |        18
 S700_1691 | S24_3949  |        18
 S32_1374  | S18_2581  |        19
 S18_2319  | S18_2238  |        19
 S24_2011  | S18_3259  |        19
 S700_3962 | S24_3151  |        19
 S18_2795  | S18_1367  |        19
 S24_2766  | S18_4933  |        19
 S24_3371  | S12_3380  |        19
 S50_1392  | S12_4473  |        19
 S18_2795  | S18_2325  |        19
 S24_3816  | S18_3856  |        19
 S700_2466 | S32_4289  |        19
 S24_3969  | S18_2325  |        19
 S18_3029  | S10_4757  |        19
 S32_3522  | S32_1268  |        19
 S24_4258  | S18_3136  |        19
 S32_3522  | S18_4600  |        19
 S24_3856  | S18_3232  |        19
 S18_3482  | S12_3990  |        19
 S24_2022  | S18_1342  |        19
 S24_2841  | S18_3029  |        19
 S32_1268  | S10_4962  |        19
 S24_3949  | S24_3420  |        19
 S18_2325  | S18_1749  |        19
 S24_1578  | S12_2823  |        19
 S32_3207  | S18_4027  |        19
 S24_1628  | S18_2870  |        19
 S24_3949  | S18_1662  |        19
 S24_3191  | S18_4933  |        19
 S24_1444  | S18_3232  |        19
 S18_2949  | S18_1097  |        19
 S700_3962 | S18_4522  |        19
 S18_3482  | S12_1099  |        19
 S24_2972  | S18_1889  |        19
 S700_2824 | S18_4600  |        19
 S700_1938 | S24_2011  |        19
 S700_2047 | S18_1662  |        19
 S24_2300  | S18_2319  |        19
 S24_1937  | S18_2248  |        19
 S50_1514  | S32_3207  |        19
 S72_3212  | S24_3151  |        19
 S24_1046  | S18_4933  |        19
 S24_4620  | S24_3371  |        19
 S12_4675  | S12_3990  |        19
 S72_1253  | S18_1662  |        19
 S50_1392  | S32_2509  |        19
 S18_4600  | S18_2432  |        19
 S24_1937  | S18_2795  |        19
 S18_3029  | S18_1662  |        20
 S18_3278  | S12_1099  |        20
 S700_1938 | S18_4522  |        20
 S700_2834 | S700_1691 |        20
 S700_2047 | S18_3029  |        20
 S24_4258  | S18_2957  |        20
 S700_3167 | S24_1785  |        20
 S24_2000  | S10_2016  |        20
 S700_3962 | S700_2610 |        20
 S50_1514  | S12_3891  |        20
 S700_1138 | S24_2011  |        20
 S18_3232  | S18_1984  |        20
 S700_2834 | S50_1341  |        20
 S18_4721  | S18_3278  |        20
 S72_3212  | S700_1138 |        20
 S24_3151  | S24_2011  |        20
 S18_3320  | S18_2957  |        20
 S12_1666  | S10_4962  |        20
 S24_2360  | S18_3782  |        20
 S32_4289  | S18_2581  |        20
 S700_4002 | S700_3167 |        20
 S18_2795  | S18_1342  |        20
 S18_3685  | S18_1589  |        20
 S18_3232  | S18_1129  |        20
 S10_2016  | S10_1678  |        20
 S24_2022  | S18_2325  |        20
 S18_3320  | S18_3136  |        20
 S700_1691 | S24_1785  |        20
 S72_3212  | S18_4522  |        20
 S24_3432  | S24_2887  |        20
 S18_3278  | S12_3990  |        20
 S700_3167 | S24_3949  |        20
 S18_3856  | S18_1662  |        20
 S18_4409  | S18_1749  |        20
 S32_3207  | S24_4048  |        20
 S32_2206  | S24_4620  |        20
 S24_4048  | S18_2238  |        20
 S700_3505 | S24_2011  |        20
 S72_1253  | S18_3029  |        20
 S50_1341  | S24_1785  |        20
 S72_3212  | S700_2610 |        20
 S24_4620  | S18_3278  |        20
 S50_1514  | S12_1108  |        20
 S32_1374  | S24_4278  |        20
 S700_3962 | S700_1138 |        20
 S18_4027  | S12_3148  |        20
 S50_1514  | S12_3148  |        20
 S24_4620  | S18_3782  |        20
 S24_3969  | S18_2248  |        20
 S700_3505 | S24_3151  |        20
 S24_3856  | S12_4675  |        20
 S700_3167 | S24_4278  |        20
 S18_4409  | S18_2248  |        20
 S24_4620  | S18_3482  |        20
 S32_1374  | S24_2000  |        20
 S18_1889  | S12_3380  |        20
 S700_2834 | S24_1785  |        20
 S18_2325  | S18_2248  |        20
 S18_4933  | S18_4409  |        21
 S24_1628  | S18_1589  |        21
 S12_3891  | S12_3148  |        21
 S18_4668  | S12_1666  |        21
 S24_3191  | S24_1046  |        21
 S18_4668  | S18_1097  |        21
 S700_3962 | S24_2011  |        21
 S12_3148  | S12_1108  |        21
 S18_2870  | S18_1589  |        21
 S700_2834 | S18_2581  |        21
 S700_2824 | S32_1268  |        21
 S32_2509  | S12_4473  |        21
 S700_3505 | S700_1138 |        21
 S24_2840  | S24_1444  |        21
 S700_2466 | S700_1691 |        21
 S24_2887  | S18_4933  |        21
 S24_2000  | S18_2625  |        21
 S24_1578  | S10_2016  |        21
 S24_2972  | S18_3232  |        21
 S32_2206  | S18_3782  |        21
 S700_2610 | S700_1138 |        21
 S24_3816  | S10_4757  |        21
 S18_4522  | S18_3140  |        21
 S12_1666  | S10_1949  |        21
 S24_2766  | S24_1046  |        21
 S700_3505 | S700_2610 |        21
 S24_1444  | S12_4473  |        21
 S24_3371  | S18_3278  |        21
 S24_4258  | S18_3320  |        21
 S12_4675  | S12_3380  |        21
 S700_1691 | S24_4278  |        21
 S18_4721  | S18_3482  |        21
 S700_3167 | S32_4289  |        21
 S32_2206  | S24_2360  |        21
 S700_2466 | S50_1341  |        21
 S18_3232  | S12_4473  |        21
 S50_1514  | S18_4027  |        21
 S32_3522  | S12_1666  |        21
 S18_4522  | S18_3259  |        21
 S50_1341  | S24_4278  |        21
 S32_1268  | S18_4600  |        21
 S24_2840  | S18_2238  |        21
 S50_4713  | S32_2206  |        21
 S18_2949  | S10_1949  |        22
 S24_3371  | S12_3990  |        22
 S700_2824 | S18_4668  |        22
 S32_4485  | S32_2206  |        22
 S700_3167 | S700_2466 |        22
 S24_2887  | S24_2766  |        22
 S18_3685  | S18_2870  |        22
 S24_3816  | S18_3029  |        22
 S18_2432  | S10_4962  |        22
 S18_2319  | S12_4473  |        22
 S24_3420  | S18_3856  |        22
 S24_3420  | S18_1662  |        22
 S24_3191  | S24_2887  |        22
 S24_2022  | S24_1937  |        22
 S24_3371  | S12_1099  |        22
 S50_1392  | S18_2238  |        22
 S10_4698  | S10_1678  |        22
 S24_3856  | S18_1889  |        22
 S72_1253  | S18_3856  |        22
 S32_2509  | S18_2319  |        22
 S72_3212  | S24_2011  |        22
 S700_1938 | S18_3259  |        22
 S12_2823  | S10_1678  |        22
 S700_2610 | S24_3151  |        22
 S24_2300  | S18_2432  |        22
 S18_4721  | S18_3782  |        23
 S24_1578  | S18_2625  |        23
 S700_1938 | S18_3140  |        23
 S32_4289  | S24_1785  |        23
 S50_1392  | S24_4048  |        23
 S32_1268  | S24_2300  |        23
 S700_2834 | S32_4289  |        23
 S72_1253  | S24_2841  |        23
 S24_4278  | S18_2581  |        23
 S24_2841  | S18_1662  |        23
 S700_2834 | S32_1374  |        23
 S24_2840  | S18_2319  |        23
 S24_3432  | S24_2766  |        23
 S12_3380  | S12_1099  |        23
 S24_3371  | S18_3482  |        23
 S12_3990  | S12_3380  |        23
 S32_2509  | S18_3232  |        23
 S24_1578  | S10_1678  |        23
 S24_2841  | S18_3856  |        23
 S18_2957  | S18_2949  |        23
 S24_4278  | S24_1785  |        23
 S24_3432  | S24_3191  |        23
 S700_2047 | S18_3856  |        23
 S24_3432  | S24_1046  |        23
 S50_1392  | S24_1444  |        23
 S18_2248  | S18_1749  |        23
 S18_3856  | S18_3029  |        24
 S700_3167 | S50_1341  |        24
 S12_3891  | S12_1108  |        24
 S700_2047 | S24_2841  |        24
 S50_4713  | S24_2360  |        24
 S700_2834 | S24_4278  |        24
 S18_3136  | S18_2949  |        24
 S72_1253  | S24_3420  |        24
 S32_4289  | S24_4278  |        24
 S24_2840  | S12_4473  |        24
 S700_2466 | S24_3949  |        24
 S18_2625  | S10_4698  |        24
 S10_4698  | S10_2016  |        24
 S24_2022  | S18_2795  |        24
 S24_1444  | S18_2238  |        24
 S24_4620  | S18_4721  |        24
 S700_3167 | S700_1691 |        24
 S24_3856  | S24_2972  |        24
 S24_4048  | S24_1444  |        24
 S24_2011  | S18_4522  |        24
 S24_2840  | S18_3232  |        24
 S700_1691 | S32_4289  |        24
 S18_3482  | S18_3278  |        24
